"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-01","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","113954","","","","0"
"2023-04","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","76927","","","","0"
"2023-07","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","118144","","","","0"
"2023-10","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","125149","","","","0"
"2024-01","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","112733","","","","0"
"2024-04","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","114552","","","","0"
"2024-07","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","160326","","","","0"
"2024-10","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","160707","","","","0"
"2025-01","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","171031","","","","0"
"2025-04","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","199050","","","","0"
"2025-07","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","339505","","","","0"
"2025-10","Canada","2021A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834773","1.8","248380","","","","0"


